customer_id,purchase_date,product_id,product_name,quantity,total_amount
44,2023-04-02,104,Widget D,1,38.13
63,2023-02-16,101,Widget A,2,54.03
72,2023-07-11,104,Widget D,5,17.89
7,2023-11-14,103,Widget C,2,73.49
41,2023-05-18,105,Widget E,3,73.77
100,2023-08-10,103,Widget C,4,56.18
39,2023-04-08,104,Widget D,2,91.67
47,2023-04-09,104,Widget D,4,46.76
98,2023-09-13,102,Widget B,1,95.72
5,2023-09-14,105,Widget E,5,60.33
49,2023-10-22,103,Widget C,4,42.96
53,2023-02-10,105,Widget E,3,51.69
87,2023-10-26,103,Widget C,2,13.94
80,2023-11-01,105,Widget E,5,85.39
41,2023-03-26,104,Widget D,3,59.75
72,2023-03-18,103,Widget C,1,57.59
49,2023-12-12,103,Widget C,1,50.57
69,2024-01-13,105,Widget E,3,73.24
80,2023-07-20,102,Widget B,2,94.87
59,2024-01-29,104,Widget D,3,43.54
60,2023-11-29,101,Widget A,3,39.1
7,2024-01-21,101,Widget A,4,91.42
24,2023-11-17,103,Widget C,4,80.88
21,2023-07-26,101,Widget A,3,19.29
88,2023-02-11,105,Widget E,2,57.28
85,2023-03-11,101,Widget A,4,26.66
44,2024-01-16,103,Widget C,1,53.05
45,2023-10-30,104,Widget D,4,67.46
74,2023-06-22,104,Widget D,4,83.2
19,2024-02-03,102,Widget B,4,15.84
70,2023-06-12,101,Widget A,2,27.54
46,2023-05-11,105,Widget E,1,90.65
97,2023-10-26,104,Widget D,4,50.6
58,2023-02-16,102,Widget B,1,43.6
76,2023-02-20,103,Widget C,2,39.26
54,2023-08-22,101,Widget A,5,12.95
98,2023-02-22,103,Widget C,5,44.73
19,2023-12-05,101,Widget A,3,33.84
31,2023-05-28,101,Widget A,2,14.15
79,2023-03-30,101,Widget A,4,90.18
70,2023-11-26,101,Widget A,3,56.02
58,2023-11-14,103,Widget C,1,75.72
29,2023-12-05,103,Widget C,3,86.9
33,2024-01-28,101,Widget A,4,37.51
24,2023-07-12,101,Widget A,3,76.5
23,2023-11-04,101,Widget A,4,66.49
64,2023-04-29,103,Widget C,4,55.08
63,2023-07-15,101,Widget A,4,93.18
2,2023-07-03,101,Widget A,1,99.13
19,2023-06-12,103,Widget C,2,53.78
44,2023-03-15,101,Widget A,1,98.28
92,2024-01-04,101,Widget A,3,85.22
22,2023-02-11,101,Widget A,4,64.18
51,2023-08-16,103,Widget C,2,75.84
24,2023-04-08,102,Widget B,2,97.32
87,2023-07-18,102,Widget B,5,56.95
95,2023-10-29,101,Widget A,2,26.89
34,2023-07-26,102,Widget B,3,25.8
49,2023-04-10,101,Widget A,3,64.66
30,2023-04-27,105,Widget E,4,85.87
84,2023-06-19,104,Widget D,3,40.62
48,2023-07-24,103,Widget C,3,71.6
94,2023-06-14,105,Widget E,2,89.71
29,2023-10-31,104,Widget D,3,50.87
67,2023-09-25,101,Widget A,3,61.88
82,2023-03-20,102,Widget B,1,58.33
82,2023-09-07,103,Widget C,1,19.04
79,2023-06-03,102,Widget B,3,59.5
22,2023-03-21,101,Widget A,5,12.06
89,2023-03-30,104,Widget D,2,52.53
54,2023-06-18,103,Widget C,3,82.29
14,2023-08-28,105,Widget E,1,64.05
29,2023-04-23,104,Widget D,5,19.83
97,2023-06-13,102,Widget B,3,52.18
24,2024-02-02,103,Widget C,4,84.12
3,2023-08-29,102,Widget B,3,88.54
44,2023-08-09,104,Widget D,5,95.9
3,2023-02-21,104,Widget D,1,20.07
74,2023-09-18,102,Widget B,3,35.12
88,2023-03-14,102,Widget B,5,58.73
66,2023-02-22,102,Widget B,5,38.55
10,2023-04-24,102,Widget B,2,49.23
69,2023-06-17,102,Widget B,1,56.25
35,2023-06-22,101,Widget A,1,34.33
26,2023-09-10,105,Widget E,2,67.17
54,2023-04-14,101,Widget A,1,21.51
21,2023-03-25,105,Widget E,3,72.59
64,2023-02-27,102,Widget B,4,98.81
17,2023-09-25,102,Widget B,3,69.78
61,2023-07-19,102,Widget B,4,19.3
21,2023-02-14,101,Widget A,1,56.8
33,2023-12-10,102,Widget B,1,20.51
16,2023-09-11,102,Widget B,5,34.16
50,2024-01-12,104,Widget D,5,69.32
57,2023-11-16,102,Widget B,5,33.35
92,2024-01-25,102,Widget B,5,61.16
13,2023-12-29,103,Widget C,4,34.79
54,2023-04-06,104,Widget D,4,53.04
52,2023-02-24,104,Widget D,3,81.35
71,2023-09-20,102,Widget B,2,88.61
99,2023-09-30,103,Widget C,4,34.74
35,2023-10-25,101,Widget A,4,88.95
83,2023-12-26,102,Widget B,1,23.85
29,2023-11-07,101,Widget A,2,81.28
48,2023-09-02,104,Widget D,5,65.01
16,2023-03-12,105,Widget E,2,39.92
60,2023-03-31,105,Widget E,5,94.49
90,2024-01-22,102,Widget B,4,36.0
1,2023-07-22,103,Widget C,5,90.1
8,2023-06-28,104,Widget D,1,28.47
67,2023-02-22,102,Widget B,5,15.69
84,2023-11-14,103,Widget C,1,81.97
29,2023-08-11,103,Widget C,2,67.65
54,2023-09-11,105,Widget E,3,52.91
60,2023-09-01,104,Widget D,4,73.58
25,2023-12-18,101,Widget A,4,39.75
79,2023-06-27,105,Widget E,1,31.62
61,2023-08-26,101,Widget A,1,54.89
88,2023-11-01,104,Widget D,3,85.36
67,2023-03-26,105,Widget E,1,81.18
55,2023-07-07,101,Widget A,3,37.96
66,2023-03-31,102,Widget B,4,58.98
12,2023-12-02,101,Widget A,1,40.07
48,2023-05-12,104,Widget D,3,22.26
77,2023-11-17,102,Widget B,2,93.78
55,2023-04-15,101,Widget A,3,86.61
42,2023-11-25,105,Widget E,2,63.83
34,2023-12-07,101,Widget A,4,20.72
44,2023-07-20,104,Widget D,2,71.38
63,2023-09-08,102,Widget B,3,80.97
42,2023-09-22,105,Widget E,3,21.21
69,2023-07-01,102,Widget B,5,29.31
71,2024-01-11,101,Widget A,4,29.61
99,2023-07-30,105,Widget E,2,83.29
62,2023-12-31,102,Widget B,1,47.18
97,2024-01-07,103,Widget C,4,87.14
19,2023-09-04,105,Widget E,4,14.7
51,2023-07-14,105,Widget E,3,55.6
70,2023-03-06,102,Widget B,4,92.74
45,2023-03-11,102,Widget B,4,55.29
71,2023-07-24,104,Widget D,2,55.1
21,2023-06-27,102,Widget B,5,39.81
11,2023-04-23,102,Widget B,5,26.18
30,2023-07-25,104,Widget D,1,89.86
52,2023-08-18,103,Widget C,4,46.94
56,2023-05-20,105,Widget E,4,84.63
93,2023-03-20,102,Widget B,3,20.67
37,2023-06-16,105,Widget E,1,40.12
78,2023-04-13,103,Widget C,1,87.56
10,2023-03-10,102,Widget B,2,28.65
23,2023-08-27,103,Widget C,5,35.89
44,2023-11-29,101,Widget A,3,84.85
81,2023-10-17,104,Widget D,4,81.12
63,2023-10-09,101,Widget A,1,29.94
47,2023-10-03,103,Widget C,4,80.67
86,2024-02-05,101,Widget A,4,66.28
54,2023-04-12,103,Widget C,2,55.33
63,2023-08-13,102,Widget B,5,59.91
13,2023-10-07,103,Widget C,2,15.82
43,2023-08-28,103,Widget C,5,29.86
28,2024-01-12,102,Widget B,4,68.69
3,2023-11-19,104,Widget D,3,33.45
11,2023-03-26,103,Widget C,1,32.36
39,2023-08-04,105,Widget E,2,66.47
49,2023-05-10,101,Widget A,1,58.25
55,2023-02-16,105,Widget E,2,15.55
77,2023-07-25,104,Widget D,2,62.55
5,2023-09-23,104,Widget D,3,85.97
72,2023-07-30,101,Widget A,4,14.08
23,2023-10-15,101,Widget A,2,99.47
43,2023-09-27,103,Widget C,4,35.24
51,2023-09-09,102,Widget B,5,71.11
16,2023-03-01,104,Widget D,2,23.29
96,2024-01-27,101,Widget A,1,67.43
7,2023-10-05,105,Widget E,1,62.51
7,2023-11-05,105,Widget E,1,80.54
26,2023-03-10,102,Widget B,2,79.66
78,2023-08-30,102,Widget B,2,14.29
41,2024-02-08,102,Widget B,1,33.47
31,2023-10-26,104,Widget D,4,98.83
28,2023-05-23,103,Widget C,5,30.92
73,2023-09-07,103,Widget C,4,46.04
32,2023-09-06,105,Widget E,3,13.35
4,2023-04-09,103,Widget C,1,81.8
76,2023-12-06,104,Widget D,1,40.66
53,2024-01-06,105,Widget E,3,83.82
79,2023-04-02,104,Widget D,1,56.1
66,2023-08-03,101,Widget A,2,94.82
10,2023-05-15,103,Widget C,5,33.1
18,2023-10-31,101,Widget A,3,44.98
5,2023-08-23,101,Widget A,3,65.91
10,2023-08-13,104,Widget D,1,19.49
61,2023-05-12,101,Widget A,2,28.14
16,2023-09-29,101,Widget A,3,27.64
86,2023-08-02,102,Widget B,2,36.66
15,2023-05-14,102,Widget B,4,17.22
56,2023-12-12,103,Widget C,1,70.55
18,2023-03-01,102,Widget B,3,23.63
41,2023-12-24,102,Widget B,3,24.57
100,2023-12-01,102,Widget B,4,50.79
12,2023-12-05,102,Widget B,5,42.32
88,2024-02-09,101,Widget A,2,28.09
39,2023-03-16,103,Widget C,4,73.88
81,2023-06-04,105,Widget E,2,60.09
21,2023-07-30,103,Widget C,1,51.51
36,2023-02-18,102,Widget B,2,37.85
20,2023-03-07,102,Widget B,3,71.06
82,2023-09-25,102,Widget B,1,99.55
31,2023-03-22,102,Widget B,1,66.18
65,2023-05-16,104,Widget D,2,15.19
58,2023-07-02,101,Widget A,2,40.56
16,2023-05-31,102,Widget B,4,75.24
93,2023-03-27,103,Widget C,1,43.27
80,2023-08-13,105,Widget E,5,49.63
34,2023-09-23,103,Widget C,4,81.35
46,2023-10-12,105,Widget E,5,46.98
6,2023-11-12,101,Widget A,2,47.94
78,2023-06-12,105,Widget E,2,93.99
70,2023-08-22,104,Widget D,5,19.11
100,2023-08-02,103,Widget C,2,83.36
74,2023-07-30,103,Widget C,5,31.32
60,2023-04-02,102,Widget B,1,83.23
86,2023-08-10,103,Widget C,2,55.86
19,2023-09-06,103,Widget C,3,69.59
51,2023-12-01,101,Widget A,3,93.81
15,2023-09-10,101,Widget A,1,65.2
42,2023-06-25,105,Widget E,4,52.93
82,2023-10-02,104,Widget D,5,33.63
93,2023-07-10,104,Widget D,4,59.66
56,2023-06-11,103,Widget C,4,64.01
97,2023-04-24,101,Widget A,1,61.25
11,2023-11-11,105,Widget E,2,83.83
75,2023-10-27,105,Widget E,4,95.39
60,2024-01-16,104,Widget D,3,96.7
13,2023-06-07,101,Widget A,3,25.46
71,2023-10-25,104,Widget D,5,14.33
32,2023-11-13,105,Widget E,1,38.21
6,2023-10-06,102,Widget B,2,33.08
90,2023-11-16,103,Widget C,5,97.68
97,2023-06-01,105,Widget E,2,83.66
29,2023-11-05,103,Widget C,3,65.64
22,2023-06-27,102,Widget B,5,95.53
39,2023-04-11,102,Widget B,2,84.42
82,2023-03-04,101,Widget A,1,62.06
60,2024-01-16,101,Widget A,3,37.99
100,2024-01-22,103,Widget C,5,96.75
85,2023-11-03,102,Widget B,1,42.47
35,2023-02-10,102,Widget B,1,29.65
21,2023-10-26,105,Widget E,3,89.49
98,2023-10-24,105,Widget E,1,18.75
97,2023-04-13,104,Widget D,5,28.65
8,2024-01-18,104,Widget D,5,39.84
20,2023-10-01,102,Widget B,1,81.96
30,2023-09-26,101,Widget A,3,78.26
49,2023-09-17,101,Widget A,3,64.31
64,2023-08-06,101,Widget A,3,76.51
71,2023-10-23,101,Widget A,4,62.33
36,2023-10-05,101,Widget A,2,68.29
53,2023-03-29,102,Widget B,3,46.88
51,2023-02-27,102,Widget B,1,52.46
68,2023-07-15,103,Widget C,4,25.95
6,2023-07-19,101,Widget A,3,28.94
90,2023-09-07,102,Widget B,5,20.79
97,2023-09-30,103,Widget C,1,89.64
90,2023-08-02,104,Widget D,3,64.31
53,2023-10-28,103,Widget C,3,39.38
1,2023-09-29,103,Widget C,4,53.69
15,2023-12-05,102,Widget B,1,46.4
35,2023-12-18,105,Widget E,1,88.06
27,2023-08-16,103,Widget C,1,34.17
22,2023-10-14,104,Widget D,3,86.74
78,2023-11-14,105,Widget E,3,77.95
42,2023-07-12,102,Widget B,3,83.66
23,2023-09-06,101,Widget A,4,92.61
21,2023-10-28,104,Widget D,1,12.93
65,2023-09-24,102,Widget B,3,77.94
44,2023-02-12,105,Widget E,2,47.37
74,2023-03-03,103,Widget C,1,78.21
26,2023-12-26,102,Widget B,4,72.16
63,2023-06-17,103,Widget C,2,70.61
2,2023-07-05,104,Widget D,2,80.93
100,2024-01-17,102,Widget B,2,29.15
43,2023-06-17,102,Widget B,1,68.41
8,2024-01-31,104,Widget D,4,12.11
94,2023-03-09,105,Widget E,2,64.74
84,2023-02-20,104,Widget D,3,25.48
51,2023-09-13,102,Widget B,4,20.92
41,2023-09-09,101,Widget A,5,11.44
7,2023-03-07,103,Widget C,1,68.25
33,2023-10-26,103,Widget C,1,26.58
9,2023-05-02,105,Widget E,1,18.77
35,2023-06-29,102,Widget B,5,98.83
69,2023-05-20,104,Widget D,1,54.86
44,2023-04-03,101,Widget A,1,42.71
8,2023-10-06,102,Widget B,3,33.96
53,2023-07-31,101,Widget A,5,95.28
23,2023-03-14,102,Widget B,3,20.38
46,2023-09-29,105,Widget E,5,25.38
50,2023-12-13,105,Widget E,4,79.35
75,2023-07-01,101,Widget A,3,66.78
49,2023-10-08,102,Widget B,5,44.74
92,2023-10-22,104,Widget D,4,58.03
13,2023-11-05,105,Widget E,4,73.52
34,2023-10-01,105,Widget E,3,98.68
52,2023-06-06,101,Widget A,2,11.37
2,2023-08-29,104,Widget D,1,54.52
42,2023-04-25,103,Widget C,5,37.99
90,2023-09-02,104,Widget D,1,59.21
53,2023-10-28,105,Widget E,3,20.63
89,2023-08-11,102,Widget B,1,34.86
69,2023-08-07,101,Widget A,4,32.59
95,2023-05-29,102,Widget B,3,79.14
26,2023-05-30,102,Widget B,5,99.67
91,2023-09-14,105,Widget E,2,60.85
73,2023-05-23,104,Widget D,5,53.19
99,2023-04-13,102,Widget B,5,99.96
23,2023-10-04,103,Widget C,3,99.88
6,2023-10-12,105,Widget E,4,64.4
43,2023-05-16,103,Widget C,5,97.68
17,2023-09-14,105,Widget E,3,78.37
68,2023-07-15,104,Widget D,5,56.96
47,2023-05-09,104,Widget D,4,82.39
37,2023-12-23,105,Widget E,2,60.72
16,2023-12-21,105,Widget E,2,28.15
73,2023-04-03,102,Widget B,5,13.98
31,2023-03-17,105,Widget E,4,31.98
96,2024-01-03,101,Widget A,1,43.48
97,2023-05-13,104,Widget D,2,43.82
24,2023-03-04,101,Widget A,4,18.81
7,2024-01-22,104,Widget D,5,15.84
54,2023-08-26,102,Widget B,1,84.47
60,2023-08-16,103,Widget C,5,65.68
19,2023-03-31,101,Widget A,2,59.21
52,2023-06-29,105,Widget E,1,71.12
45,2024-02-02,104,Widget D,3,91.01
27,2023-11-01,102,Widget B,5,52.42
16,2023-08-29,101,Widget A,3,86.04
77,2023-05-28,104,Widget D,3,65.47
55,2023-05-24,105,Widget E,2,78.07
10,2023-10-10,103,Widget C,5,95.22
84,2024-01-24,101,Widget A,5,45.84
70,2023-11-06,103,Widget C,4,52.59
33,2024-02-04,102,Widget B,2,76.81
7,2023-11-24,104,Widget D,4,49.27
37,2023-10-09,102,Widget B,4,58.88
50,2024-01-12,102,Widget B,1,94.28
39,2023-08-12,103,Widget C,4,90.34
70,2023-12-02,103,Widget C,3,79.08
79,2023-02-21,102,Widget B,5,47.22
57,2023-07-25,104,Widget D,1,30.34
24,2024-02-09,101,Widget A,2,87.7
57,2023-08-12,104,Widget D,3,13.78
77,2023-10-03,104,Widget D,3,49.59
8,2023-03-18,102,Widget B,2,19.07
3,2023-03-31,105,Widget E,5,27.18
1,2023-08-07,101,Widget A,3,39.7
63,2024-01-12,104,Widget D,1,51.36
37,2023-05-05,105,Widget E,3,89.04
19,2024-01-02,103,Widget C,5,21.14
74,2023-05-27,105,Widget E,4,58.2
98,2023-09-08,104,Widget D,4,83.51
4,2023-07-22,101,Widget A,5,15.72
36,2024-01-27,101,Widget A,1,83.11
8,2023-10-31,102,Widget B,3,63.55
36,2023-08-29,102,Widget B,5,73.85
72,2024-01-28,101,Widget A,4,86.34
30,2023-07-19,102,Widget B,1,71.55
