job_id,job_name,experience_required,education
6863,Big Data Engineer,6,Master
6864,Machine Learning Engineer,7,Bachelor
6865,Data Architect,2,PhD
6866,Big Data Engineer,6,Bachelor
6867,Data Analyst,7,Bachelor
6868,Statistician,6,Bachelor
6869,Machine Learning Engineer,8,Master
6870,Research Scientist,2,Master
6871,Data Architect,10,PhD
6872,Machine Learning Engineer,7,PhD
6873,Big Data Engineer,5,Master
6874,Business Intelligence Analyst,6,Master
6875,Research Scientist,4,PhD
6876,Machine Learning Engineer,8,PhD
6877,Data Analyst,5,PhD
6878,Machine Learning Engineer,6,Master
6879,Statistician,2,Master
6880,Business Intelligence Analyst,5,Bachelor
6881,Machine Learning Engineer,4,Bachelor
6882,Data Analyst,5,Bachelor
6883,Business Intelligence Analyst,3,Master
6884,Data Engineer,5,Master
6885,Data Scientist,6,PhD
6886,Machine Learning Engineer,8,PhD
6887,Data Analyst,9,Bachelor
6888,Research Scientist,8,Bachelor
6889,Big Data Engineer,4,Bachelor
6890,Data Analyst,2,Bachelor
6891,Data Architect,5,Master
6892,Business Intelligence Analyst,3,PhD
6893,Machine Learning Engineer,1,PhD
6894,Data Architect,6,Master
6895,Data Engineer,10,Master
6896,Data Analyst,7,PhD
6897,Statistician,1,Bachelor
6898,Data Architect,8,PhD
6899,Data Analyst,3,Bachelor
6900,Data Architect,5,PhD
6901,Quantitative Analyst,9,Master
6902,Statistician,10,Bachelor
6903,Quantitative Analyst,3,Master
6904,Data Analyst,9,Master
6905,Machine Learning Engineer,6,Bachelor
6906,Machine Learning Engineer,5,PhD
6907,Quantitative Analyst,5,Bachelor
6908,Quantitative Analyst,5,Bachelor
6909,Machine Learning Engineer,8,PhD
6910,Data Analyst,3,PhD
6911,Big Data Engineer,5,PhD
6912,Data Scientist,9,PhD
6913,Business Intelligence Analyst,9,Master
6914,Statistician,8,Bachelor
6915,Statistician,8,PhD
6916,Research Scientist,3,PhD
6917,Quantitative Analyst,9,PhD
6918,Data Analyst,4,PhD
6919,Data Engineer,5,Bachelor
6920,Data Scientist,5,Master
6921,Data Engineer,4,Bachelor
6922,Statistician,10,PhD
6923,Big Data Engineer,1,PhD
6924,Data Engineer,6,Bachelor
6925,Data Analyst,7,Bachelor
6926,Research Scientist,4,Bachelor
6927,Data Architect,4,PhD
6928,Big Data Engineer,3,PhD
6929,Data Scientist,7,Master
6930,Data Analyst,10,Master
6931,Machine Learning Engineer,9,PhD
6932,Statistician,6,PhD
6933,Business Intelligence Analyst,4,Master
6934,Data Engineer,8,Master
6935,Research Scientist,3,Master
6936,Data Architect,9,PhD
6937,Machine Learning Engineer,10,PhD
6938,Statistician,6,Bachelor
6939,Data Architect,2,Bachelor
6940,Big Data Engineer,4,Bachelor
6941,Data Analyst,8,Bachelor
6942,Quantitative Analyst,7,PhD
6943,Data Scientist,9,Bachelor
6944,Research Scientist,2,PhD
6945,Machine Learning Engineer,4,Master
6946,Data Architect,5,Bachelor
6947,Big Data Engineer,6,Master
6948,Research Scientist,10,Master
6949,Data Architect,10,PhD
6950,Data Analyst,9,Bachelor
6951,Machine Learning Engineer,9,Bachelor
6952,Research Scientist,3,Master
6953,Data Engineer,9,Bachelor
6954,Research Scientist,5,Master
6955,Data Analyst,4,Bachelor
6956,Research Scientist,8,PhD
6957,Data Engineer,3,Bachelor
6958,Business Intelligence Analyst,6,Master
6959,Big Data Engineer,4,Bachelor
6960,Machine Learning Engineer,7,PhD
6961,Data Architect,10,Bachelor
6962,Machine Learning Engineer,5,Master
6963,Quantitative Analyst,5,Master
6964,Statistician,4,Master
6965,Research Scientist,1,Bachelor
6966,Big Data Engineer,7,Master
6967,Research Scientist,5,Bachelor
6968,Big Data Engineer,6,Bachelor
6969,Statistician,4,Bachelor
6970,Data Architect,4,Master
6971,Business Intelligence Analyst,10,Master
6972,Data Engineer,3,Bachelor
6973,Data Scientist,6,PhD
6974,Data Engineer,4,Master
6975,Business Intelligence Analyst,5,Bachelor
6976,Research Scientist,5,Master
6977,Research Scientist,2,Bachelor
6978,Business Intelligence Analyst,10,PhD
6979,Business Intelligence Analyst,9,Bachelor
6980,Quantitative Analyst,6,Bachelor
6981,Research Scientist,1,PhD
6982,Quantitative Analyst,9,Bachelor
6983,Research Scientist,6,PhD
6984,Statistician,3,PhD
6985,Business Intelligence Analyst,10,PhD
6986,Quantitative Analyst,2,PhD
6987,Research Scientist,2,Master
6988,Machine Learning Engineer,1,Master
6989,Data Scientist,9,Bachelor
6990,Quantitative Analyst,1,Bachelor
6991,Quantitative Analyst,7,Bachelor
6992,Business Intelligence Analyst,4,Master
6993,Data Analyst,1,PhD
6994,Data Engineer,2,Bachelor
6995,Data Analyst,4,Master
6996,Research Scientist,3,PhD
6997,Machine Learning Engineer,9,PhD
6998,Business Intelligence Analyst,2,Bachelor
6999,Data Engineer,1,Bachelor
7000,Big Data Engineer,5,Master
7001,Data Engineer,7,Bachelor
7002,Data Scientist,6,Master
7003,Data Analyst,1,Master
7004,Data Scientist,9,Master
7005,Data Scientist,1,Master
7006,Quantitative Analyst,7,Bachelor
7007,Data Scientist,8,Master
7008,Statistician,4,Bachelor
7009,Data Analyst,3,Bachelor
7010,Business Intelligence Analyst,9,Bachelor
7011,Data Engineer,5,Master
7012,Big Data Engineer,7,Bachelor
7013,Data Scientist,4,PhD
7014,Quantitative Analyst,8,PhD
7015,Data Architect,5,Master
7016,Machine Learning Engineer,7,Bachelor
7017,Data Engineer,6,Master
7018,Machine Learning Engineer,10,Master
7019,Research Scientist,2,Master
7020,Research Scientist,3,Master
7021,Data Architect,10,PhD
7022,Research Scientist,8,Bachelor
7023,Business Intelligence Analyst,1,PhD
7024,Business Intelligence Analyst,1,Bachelor
7025,Quantitative Analyst,10,PhD
7026,Data Engineer,6,Bachelor
7027,Business Intelligence Analyst,10,Master
7028,Machine Learning Engineer,8,PhD
7029,Machine Learning Engineer,6,Bachelor
7030,Big Data Engineer,9,PhD
7031,Big Data Engineer,6,PhD
7032,Quantitative Analyst,2,Bachelor
7033,Data Architect,7,PhD
7034,Machine Learning Engineer,5,PhD
7035,Data Architect,8,Bachelor
7036,Big Data Engineer,3,Bachelor
7037,Data Architect,6,Master
7038,Research Scientist,5,PhD
7039,Quantitative Analyst,2,Master
7040,Statistician,5,Master
7041,Data Architect,10,Bachelor
7042,Data Engineer,7,PhD
7043,Data Scientist,7,PhD
7044,Data Engineer,10,PhD
7045,Big Data Engineer,5,PhD
7046,Data Scientist,7,Master
7047,Statistician,10,Master
7048,Big Data Engineer,10,Bachelor
7049,Business Intelligence Analyst,1,Bachelor
7050,Quantitative Analyst,7,PhD
7051,Data Architect,5,Bachelor
7052,Data Analyst,2,PhD
7053,Quantitative Analyst,5,PhD
7054,Data Engineer,9,Master
7055,Data Architect,8,Bachelor
7056,Statistician,10,Bachelor
7057,Data Engineer,3,PhD
7058,Data Architect,6,Master
7059,Data Architect,8,Bachelor
7060,Machine Learning Engineer,4,Master
7061,Research Scientist,8,Master
7062,Business Intelligence Analyst,4,Bachelor
7063,Quantitative Analyst,9,Master
7064,Research Scientist,1,PhD
7065,Quantitative Analyst,7,PhD
7066,Data Analyst,8,Bachelor
7067,Machine Learning Engineer,8,PhD
7068,Quantitative Analyst,10,Bachelor
7069,Machine Learning Engineer,9,Bachelor
7070,Data Architect,5,Master
7071,Machine Learning Engineer,3,Master
7072,Quantitative Analyst,3,PhD
7073,Statistician,4,PhD
7074,Data Architect,8,Bachelor
7075,Statistician,3,PhD
7076,Statistician,7,Bachelor
7077,Statistician,1,PhD
7078,Data Scientist,1,Master
7079,Big Data Engineer,2,PhD
7080,Statistician,6,PhD
7081,Business Intelligence Analyst,8,Bachelor
7082,Data Analyst,6,Bachelor
7083,Data Scientist,6,PhD
7084,Data Architect,9,Bachelor
7085,Quantitative Analyst,4,Master
7086,Data Analyst,5,Bachelor
7087,Data Analyst,8,Bachelor
7088,Quantitative Analyst,5,Bachelor
7089,Data Analyst,6,Bachelor
7090,Business Intelligence Analyst,8,PhD
7091,Business Intelligence Analyst,10,Bachelor
7092,Data Architect,3,Master
7093,Business Intelligence Analyst,5,PhD
7094,Business Intelligence Analyst,7,Master
7095,Data Engineer,6,Bachelor
7096,Quantitative Analyst,2,Bachelor
7097,Data Engineer,7,PhD
7098,Data Analyst,4,Bachelor
7099,Big Data Engineer,6,PhD
7100,Data Analyst,3,Master
7101,Data Analyst,2,Bachelor
7102,Statistician,2,Master
7103,Machine Learning Engineer,9,Bachelor
7104,Quantitative Analyst,3,PhD
7105,Big Data Engineer,1,Master
7106,Machine Learning Engineer,9,Bachelor
7107,Quantitative Analyst,3,Bachelor
7108,Data Architect,4,Master
7109,Business Intelligence Analyst,9,Bachelor
7110,Machine Learning Engineer,6,PhD
7111,Data Engineer,8,Bachelor
7112,Research Scientist,5,Master
7113,Quantitative Analyst,9,Master
7114,Data Engineer,5,PhD
7115,Data Engineer,3,PhD
7116,Statistician,10,Master
7117,Data Scientist,4,PhD
7118,Big Data Engineer,2,Bachelor
7119,Statistician,8,Master
7120,Research Scientist,2,Bachelor
7121,Data Scientist,2,Bachelor
7122,Statistician,4,Bachelor
7123,Statistician,8,PhD
7124,Data Architect,5,PhD
7125,Data Analyst,2,Bachelor
7126,Big Data Engineer,10,Bachelor
7127,Quantitative Analyst,6,Master
7128,Quantitative Analyst,6,PhD
7129,Big Data Engineer,2,Master
7130,Data Scientist,5,Master
7131,Statistician,6,Bachelor
7132,Research Scientist,4,Master
7133,Quantitative Analyst,3,PhD
7134,Data Scientist,2,PhD
7135,Statistician,1,Bachelor
7136,Data Scientist,1,Bachelor
7137,Data Architect,9,Master
7138,Research Scientist,3,PhD
7139,Data Engineer,2,PhD
7140,Machine Learning Engineer,9,Bachelor
7141,Machine Learning Engineer,8,PhD
7142,Data Architect,3,Master
7143,Data Scientist,4,Master
7144,Machine Learning Engineer,10,Master
7145,Data Engineer,4,PhD
7146,Big Data Engineer,4,Master
7147,Data Architect,5,PhD
7148,Data Analyst,2,Bachelor
7149,Data Engineer,7,PhD
7150,Business Intelligence Analyst,7,Master
7151,Quantitative Analyst,3,Bachelor
7152,Research Scientist,6,PhD
7153,Quantitative Analyst,2,Master
7154,Data Architect,5,PhD
7155,Data Architect,3,PhD
7156,Data Scientist,3,PhD
7157,Data Architect,9,Master
7158,Data Architect,2,Master
7159,Data Analyst,10,Master
7160,Data Analyst,9,PhD
7161,Data Analyst,10,Master
7162,Business Intelligence Analyst,3,Bachelor
7163,Data Scientist,7,PhD
7164,Quantitative Analyst,3,Bachelor
7165,Data Architect,10,PhD
7166,Statistician,7,Master
7167,Machine Learning Engineer,4,Bachelor
7168,Business Intelligence Analyst,5,Master
7169,Big Data Engineer,9,Bachelor
7170,Quantitative Analyst,8,PhD
7171,Data Architect,4,Bachelor
7172,Research Scientist,7,PhD
7173,Big Data Engineer,3,Bachelor
7174,Data Analyst,5,Bachelor
7175,Research Scientist,3,Bachelor
7176,Quantitative Analyst,5,PhD
7177,Quantitative Analyst,2,Bachelor
7178,Machine Learning Engineer,8,Master
7179,Data Scientist,6,Master
7180,Big Data Engineer,6,Bachelor
7181,Research Scientist,3,PhD
7182,Business Intelligence Analyst,1,PhD
7183,Research Scientist,2,PhD
7184,Data Scientist,2,PhD
7185,Data Scientist,2,Bachelor
7186,Business Intelligence Analyst,5,PhD
7187,Quantitative Analyst,1,Master
7188,Data Scientist,7,Bachelor
7189,Data Scientist,2,Master
7190,Data Analyst,7,Master
7191,Data Engineer,2,PhD
7192,Data Analyst,2,Bachelor
7193,Quantitative Analyst,1,Bachelor
7194,Data Architect,9,PhD
7195,Business Intelligence Analyst,9,Master
7196,Machine Learning Engineer,5,Master
7197,Data Analyst,10,Bachelor
7198,Machine Learning Engineer,9,Master
7199,Data Scientist,4,Bachelor
7200,Data Scientist,7,Master
7201,Data Architect,10,Master
7202,Data Engineer,7,Master
7203,Business Intelligence Analyst,2,PhD
7204,Research Scientist,7,Bachelor
7205,Data Scientist,9,Bachelor
7206,Research Scientist,9,Master
7207,Data Scientist,3,Master
7208,Data Analyst,6,Master
7209,Data Architect,9,Bachelor
7210,Data Engineer,2,PhD
7211,Machine Learning Engineer,6,PhD
7212,Data Analyst,6,PhD
7213,Business Intelligence Analyst,4,Bachelor
7214,Big Data Engineer,2,PhD
7215,Quantitative Analyst,7,PhD
7216,Statistician,8,Master
7217,Big Data Engineer,2,Master
7218,Big Data Engineer,6,Bachelor
7219,Data Architect,10,PhD
7220,Data Architect,1,Bachelor
7221,Data Architect,7,Bachelor
7222,Research Scientist,1,Master
7223,Data Architect,6,Bachelor
7224,Big Data Engineer,6,PhD
7225,Statistician,9,PhD
7226,Research Scientist,6,Master
7227,Quantitative Analyst,1,Bachelor
7228,Data Architect,4,Master
7229,Data Scientist,5,PhD
7230,Business Intelligence Analyst,6,Master
7231,Data Scientist,6,Master
7232,Data Engineer,2,PhD
7233,Big Data Engineer,4,PhD
7234,Big Data Engineer,9,PhD
7235,Big Data Engineer,1,Master
7236,Data Analyst,6,Bachelor
7237,Data Architect,6,Master
7238,Machine Learning Engineer,6,Master
7239,Quantitative Analyst,9,Bachelor
7240,Data Analyst,5,Master
7241,Data Analyst,1,PhD
7242,Data Analyst,1,PhD
7243,Big Data Engineer,7,Bachelor
7244,Machine Learning Engineer,5,Master
7245,Statistician,8,Master
7246,Data Architect,7,PhD
7247,Quantitative Analyst,3,Bachelor
7248,Big Data Engineer,8,Bachelor
7249,Machine Learning Engineer,10,Master
7250,Data Engineer,6,Bachelor
7251,Machine Learning Engineer,4,Master
7252,Quantitative Analyst,1,PhD
7253,Statistician,2,Bachelor
7254,Research Scientist,2,Bachelor
7255,Data Architect,6,Bachelor
7256,Data Scientist,7,Master
7257,Data Analyst,8,Bachelor
7258,Machine Learning Engineer,3,PhD
7259,Machine Learning Engineer,3,PhD
7260,Research Scientist,1,Master
7261,Business Intelligence Analyst,7,PhD
7262,Research Scientist,10,Master
7263,Machine Learning Engineer,8,Bachelor
7264,Research Scientist,10,Bachelor
7265,Data Architect,6,Master
7266,Research Scientist,9,PhD
7267,Research Scientist,4,PhD
7268,Data Analyst,1,PhD
7269,Quantitative Analyst,5,PhD
7270,Data Analyst,4,Master
7271,Research Scientist,8,PhD
7272,Data Analyst,5,Master
7273,Big Data Engineer,3,Master
7274,Data Architect,5,Bachelor
7275,Research Scientist,10,Bachelor
7276,Data Scientist,5,Bachelor
7277,Statistician,2,Master
7278,Quantitative Analyst,7,Master
7279,Business Intelligence Analyst,8,Master
7280,Data Engineer,2,PhD
7281,Data Analyst,9,Master
7282,Research Scientist,2,PhD
7283,Data Architect,1,PhD
7284,Quantitative Analyst,5,Bachelor
7285,Data Analyst,5,PhD
7286,Big Data Engineer,10,Bachelor
7287,Data Architect,6,Master
7288,Big Data Engineer,9,Master
7289,Data Engineer,1,Bachelor
7290,Business Intelligence Analyst,5,Master
7291,Statistician,9,Master
7292,Business Intelligence Analyst,8,Bachelor
7293,Data Engineer,5,Master
7294,Data Scientist,9,Bachelor
7295,Data Architect,4,PhD
7296,Quantitative Analyst,1,Bachelor
7297,Data Architect,7,PhD
7298,Business Intelligence Analyst,4,Master
7299,Machine Learning Engineer,4,Master
7300,Machine Learning Engineer,7,Bachelor
7301,Big Data Engineer,9,Bachelor
7302,Data Analyst,3,Master
7303,Research Scientist,3,PhD
7304,Research Scientist,5,Master
7305,Data Engineer,2,PhD
7306,Data Engineer,10,Master
7307,Machine Learning Engineer,3,Bachelor
7308,Data Scientist,4,Master
7309,Business Intelligence Analyst,7,Master
7310,Data Analyst,3,Master
7311,Data Architect,1,Bachelor
7312,Research Scientist,5,Master
7313,Big Data Engineer,9,Bachelor
7314,Business Intelligence Analyst,4,Master
7315,Data Analyst,6,Bachelor
7316,Data Engineer,6,Master
7317,Research Scientist,1,PhD
7318,Data Analyst,4,Master
7319,Machine Learning Engineer,6,Bachelor
7320,Data Analyst,7,Bachelor
7321,Statistician,8,Bachelor
7322,Machine Learning Engineer,10,PhD
7323,Statistician,10,Bachelor
7324,Quantitative Analyst,1,Bachelor
7325,Statistician,9,Bachelor
7326,Research Scientist,2,PhD
7327,Business Intelligence Analyst,1,PhD
7328,Research Scientist,8,Master
7329,Data Scientist,7,PhD
7330,Big Data Engineer,10,Master
7331,Machine Learning Engineer,9,Bachelor
7332,Data Scientist,4,Bachelor
7333,Data Analyst,1,Master
7334,Data Architect,9,Master
7335,Research Scientist,10,PhD
7336,Statistician,8,Bachelor
7337,Data Scientist,8,Bachelor
7338,Statistician,8,Master
7339,Data Engineer,7,Master
7340,Data Analyst,2,PhD
7341,Research Scientist,1,Bachelor
7342,Quantitative Analyst,2,Master
7343,Big Data Engineer,8,Bachelor
7344,Statistician,5,Master
7345,Data Scientist,5,Bachelor
7346,Data Scientist,10,Master
7347,Machine Learning Engineer,10,Master
7348,Data Analyst,8,PhD
7349,Research Scientist,1,PhD
7350,Data Analyst,10,Bachelor
7351,Data Engineer,1,PhD
7352,Data Analyst,4,PhD
7353,Business Intelligence Analyst,10,Bachelor
7354,Quantitative Analyst,9,PhD
7355,Data Engineer,6,Master
7356,Data Scientist,8,Bachelor
7357,Machine Learning Engineer,4,Master
7358,Data Architect,4,Bachelor
7359,Data Analyst,4,Bachelor
7360,Business Intelligence Analyst,9,Bachelor
7361,Data Architect,2,Master
7362,Quantitative Analyst,10,Master
7363,Data Architect,6,PhD
7364,Machine Learning Engineer,6,Master
7365,Data Architect,10,Master
7366,Big Data Engineer,5,Bachelor
7367,Statistician,4,PhD
7368,Data Analyst,4,Master
7369,Business Intelligence Analyst,7,Bachelor
7370,Research Scientist,4,Bachelor
7371,Data Analyst,1,Master
7372,Business Intelligence Analyst,4,Master
7373,Data Scientist,9,Bachelor
7374,Business Intelligence Analyst,9,PhD
7375,Research Scientist,6,Master
7376,Business Intelligence Analyst,9,Bachelor
7377,Statistician,5,Bachelor
7378,Quantitative Analyst,3,PhD
7379,Big Data Engineer,5,PhD
7380,Data Scientist,6,Master
7381,Machine Learning Engineer,7,PhD
7382,Business Intelligence Analyst,2,PhD
7383,Machine Learning Engineer,5,PhD
7384,Machine Learning Engineer,2,PhD
7385,Machine Learning Engineer,2,Bachelor
7386,Data Analyst,7,Master
7387,Business Intelligence Analyst,5,PhD
7388,Research Scientist,1,Master
7389,Data Scientist,1,Master
7390,Data Engineer,8,Bachelor
7391,Machine Learning Engineer,5,Bachelor
7392,Business Intelligence Analyst,6,Master
7393,Machine Learning Engineer,5,PhD
7394,Data Scientist,9,Bachelor
7395,Business Intelligence Analyst,10,Master
7396,Research Scientist,1,Master
7397,Data Architect,2,Bachelor
7398,Research Scientist,2,Master
7399,Business Intelligence Analyst,10,Master
7400,Business Intelligence Analyst,5,Bachelor
7401,Business Intelligence Analyst,2,Bachelor
7402,Research Scientist,2,PhD
7403,Machine Learning Engineer,7,Bachelor
7404,Business Intelligence Analyst,10,Master
7405,Quantitative Analyst,8,PhD
7406,Data Analyst,6,PhD
7407,Big Data Engineer,8,Master
7408,Business Intelligence Analyst,9,Master
7409,Data Engineer,10,PhD
7410,Big Data Engineer,10,PhD
7411,Data Engineer,6,Bachelor
7412,Big Data Engineer,6,PhD
7413,Quantitative Analyst,7,Master
7414,Research Scientist,1,Bachelor
7415,Research Scientist,8,Bachelor
7416,Data Analyst,1,Master
7417,Data Engineer,8,Master
7418,Machine Learning Engineer,2,PhD
7419,Data Architect,5,Bachelor
7420,Statistician,9,PhD
7421,Business Intelligence Analyst,6,Bachelor
7422,Machine Learning Engineer,1,Master
7423,Machine Learning Engineer,6,Master
7424,Data Engineer,3,Master
7425,Data Engineer,7,Bachelor
7426,Data Analyst,2,Master
7427,Data Analyst,3,Bachelor
7428,Data Architect,3,PhD
7429,Quantitative Analyst,2,Bachelor
7430,Data Architect,10,Master
7431,Statistician,9,Master
7432,Research Scientist,5,Master
7433,Data Architect,1,Bachelor
7434,Data Analyst,9,Bachelor
7435,Data Engineer,4,Master
7436,Business Intelligence Analyst,4,PhD
7437,Quantitative Analyst,1,Bachelor
7438,Data Scientist,7,Bachelor
7439,Quantitative Analyst,4,PhD
7440,Quantitative Analyst,4,Bachelor
7441,Statistician,6,PhD
7442,Big Data Engineer,8,Master
7443,Data Engineer,3,PhD
7444,Research Scientist,1,PhD
7445,Quantitative Analyst,10,Master
7446,Data Analyst,10,Master
7447,Data Architect,7,Master
7448,Data Engineer,10,Bachelor
7449,Business Intelligence Analyst,6,Master
7450,Business Intelligence Analyst,8,Bachelor
7451,Business Intelligence Analyst,9,Bachelor
7452,Data Scientist,8,Master
7453,Big Data Engineer,5,Bachelor
7454,Data Architect,9,Master
7455,Data Architect,5,PhD
7456,Data Architect,3,Bachelor
7457,Data Scientist,4,PhD
7458,Business Intelligence Analyst,9,Master
7459,Business Intelligence Analyst,9,Master
7460,Data Engineer,2,PhD
7461,Research Scientist,2,Bachelor
7462,Data Engineer,10,Master
7463,Quantitative Analyst,8,PhD
7464,Data Analyst,9,Master
7465,Research Scientist,4,Master
7466,Business Intelligence Analyst,10,PhD
7467,Big Data Engineer,6,PhD
7468,Business Intelligence Analyst,5,Master
7469,Business Intelligence Analyst,5,PhD
7470,Data Analyst,10,PhD
7471,Big Data Engineer,5,Master
7472,Research Scientist,3,PhD
7473,Statistician,5,Master
7474,Quantitative Analyst,8,PhD
7475,Quantitative Analyst,1,Bachelor
7476,Data Analyst,9,Bachelor
7477,Quantitative Analyst,5,Bachelor
7478,Data Scientist,10,Bachelor
7479,Big Data Engineer,7,Master
7480,Data Scientist,10,Master
7481,Data Scientist,5,PhD
7482,Data Architect,6,Bachelor
7483,Data Engineer,1,Bachelor
7484,Data Scientist,8,Bachelor
7485,Data Engineer,10,Bachelor
7486,Data Engineer,1,PhD
7487,Data Architect,8,Bachelor
7488,Data Scientist,2,Master
7489,Quantitative Analyst,3,Master
7490,Machine Learning Engineer,10,Bachelor
7491,Machine Learning Engineer,1,Bachelor
7492,Statistician,4,PhD
7493,Data Engineer,5,PhD
7494,Business Intelligence Analyst,4,Bachelor
7495,Data Scientist,6,Bachelor
7496,Data Analyst,4,Bachelor
7497,Research Scientist,2,Bachelor
7498,Statistician,6,Bachelor
7499,Data Architect,1,PhD
7500,Data Architect,6,PhD
7501,Research Scientist,9,PhD
7502,Data Analyst,9,PhD
7503,Business Intelligence Analyst,7,Bachelor
7504,Data Scientist,2,PhD
7505,Quantitative Analyst,9,Bachelor
7506,Big Data Engineer,10,Bachelor
7507,Research Scientist,6,PhD
7508,Quantitative Analyst,9,PhD
7509,Big Data Engineer,10,PhD
7510,Business Intelligence Analyst,4,PhD
7511,Data Engineer,1,Bachelor
7512,Data Engineer,8,PhD
7513,Data Analyst,3,Master
7514,Data Scientist,10,Bachelor
7515,Big Data Engineer,8,Master
7516,Data Analyst,10,Master
7517,Data Analyst,8,PhD
7518,Quantitative Analyst,6,Bachelor
7519,Research Scientist,1,Master
7520,Data Analyst,9,Bachelor
7521,Statistician,4,Master
7522,Quantitative Analyst,1,Bachelor
7523,Big Data Engineer,10,Bachelor
7524,Data Scientist,3,Master
7525,Statistician,3,Master
7526,Research Scientist,3,Bachelor
7527,Machine Learning Engineer,4,Bachelor
7528,Statistician,7,Bachelor
7529,Machine Learning Engineer,9,Bachelor
7530,Data Engineer,3,Master
7531,Machine Learning Engineer,1,Master
7532,Data Scientist,8,PhD
7533,Quantitative Analyst,4,Bachelor
7534,Machine Learning Engineer,2,Bachelor
7535,Data Engineer,8,Master
7536,Data Architect,4,PhD
7537,Data Scientist,4,Bachelor
7538,Quantitative Analyst,1,Master
7539,Statistician,4,Bachelor
7540,Data Scientist,1,PhD
7541,Statistician,1,PhD
7542,Big Data Engineer,8,Master
7543,Big Data Engineer,8,PhD
7544,Data Architect,10,Master
7545,Data Analyst,4,Bachelor
7546,Statistician,3,PhD
7547,Business Intelligence Analyst,4,Master
7548,Machine Learning Engineer,2,Master
7549,Statistician,8,Master
7550,Machine Learning Engineer,3,Master
7551,Data Scientist,1,Master
7552,Data Architect,8,Master
7553,Business Intelligence Analyst,8,Bachelor
7554,Data Scientist,7,Master
7555,Quantitative Analyst,2,Master
7556,Machine Learning Engineer,6,Bachelor
7557,Big Data Engineer,10,PhD
7558,Quantitative Analyst,10,Bachelor
7559,Statistician,3,Bachelor
7560,Business Intelligence Analyst,10,Master
7561,Business Intelligence Analyst,1,Master
7562,Data Architect,10,PhD
7563,Statistician,7,PhD
7564,Quantitative Analyst,6,Bachelor
7565,Quantitative Analyst,6,PhD
7566,Data Scientist,7,PhD
7567,Data Architect,9,Bachelor
7568,Machine Learning Engineer,9,PhD
7569,Data Scientist,5,Bachelor
7570,Statistician,3,Master
7571,Statistician,2,PhD
7572,Data Architect,10,Master
7573,Data Analyst,5,PhD
7574,Big Data Engineer,1,Bachelor
7575,Data Scientist,3,Bachelor
7576,Data Architect,6,Bachelor
7577,Business Intelligence Analyst,1,PhD
7578,Business Intelligence Analyst,5,PhD
7579,Business Intelligence Analyst,8,PhD
7580,Data Analyst,4,Master
7581,Quantitative Analyst,9,Master
7582,Data Analyst,2,Bachelor
7583,Statistician,1,Master
7584,Statistician,6,Master
7585,Data Analyst,1,Master
7586,Statistician,2,Bachelor
7587,Data Architect,10,PhD
7588,Research Scientist,5,PhD
7589,Business Intelligence Analyst,1,PhD
7590,Data Architect,5,Bachelor
7591,Machine Learning Engineer,10,PhD
7592,Data Architect,10,Bachelor
7593,Business Intelligence Analyst,7,Master
7594,Machine Learning Engineer,4,Master
7595,Quantitative Analyst,3,Bachelor
7596,Quantitative Analyst,7,PhD
7597,Business Intelligence Analyst,4,PhD
7598,Business Intelligence Analyst,10,PhD
7599,Data Architect,2,Bachelor
7600,Machine Learning Engineer,8,Bachelor
7601,Statistician,3,Bachelor
7602,Data Architect,6,Master
7603,Quantitative Analyst,7,Bachelor
7604,Data Analyst,7,Bachelor
7605,Big Data Engineer,4,Bachelor
7606,Data Engineer,6,PhD
7607,Data Scientist,7,Master
7608,Research Scientist,2,PhD
7609,Statistician,9,PhD
7610,Data Architect,3,PhD
7611,Research Scientist,3,PhD
7612,Research Scientist,7,Master
7613,Data Architect,1,Master
7614,Research Scientist,7,Bachelor
7615,Data Analyst,10,Bachelor
7616,Data Scientist,9,Master
7617,Data Analyst,6,PhD
7618,Business Intelligence Analyst,10,Bachelor
7619,Data Engineer,1,Bachelor
7620,Big Data Engineer,3,Master
7621,Data Engineer,7,Master
7622,Machine Learning Engineer,6,PhD
7623,Quantitative Analyst,5,PhD
7624,Quantitative Analyst,6,PhD
7625,Data Scientist,5,Bachelor
7626,Data Scientist,7,PhD
7627,Research Scientist,4,PhD
7628,Research Scientist,7,PhD
7629,Data Engineer,3,PhD
7630,Data Engineer,1,Bachelor
7631,Research Scientist,4,Bachelor
7632,Quantitative Analyst,6,Master
7633,Big Data Engineer,7,PhD
7634,Data Scientist,7,Bachelor
7635,Data Architect,9,Master
7636,Data Scientist,2,Master
7637,Business Intelligence Analyst,2,Master
7638,Business Intelligence Analyst,2,Master
7639,Quantitative Analyst,9,Bachelor
7640,Machine Learning Engineer,9,Master
7641,Business Intelligence Analyst,9,Bachelor
7642,Machine Learning Engineer,8,Master
7643,Data Architect,2,PhD
7644,Quantitative Analyst,6,Master
7645,Machine Learning Engineer,3,Bachelor
7646,Statistician,2,Bachelor
7647,Data Analyst,7,Master
7648,Business Intelligence Analyst,10,Master
7649,Data Analyst,4,PhD
7650,Statistician,6,Bachelor
7651,Machine Learning Engineer,9,PhD
7652,Machine Learning Engineer,6,Master
7653,Research Scientist,10,Master
7654,Data Scientist,1,PhD
7655,Statistician,7,PhD
7656,Quantitative Analyst,1,Master
7657,Machine Learning Engineer,1,Bachelor
7658,Business Intelligence Analyst,2,Master
